name	chromosome	coord	unique_bcs	gene	orientation	type
chrX:6226398-6226597	chrX	6226398-6226597	125	NLGN4X	minus	test
chrX:6226448-6226647	chrX	6226448-6226647	107	NLGN4X	minus	test
chrX:6226498-6226697	chrX	6226498-6226697	110	NLGN4X	minus	test
chrX:6226548-6226747	chrX	6226548-6226747	111	NLGN4X	minus	test
chrX:6226598-6226797	chrX	6226598-6226797	126	NLGN4X	minus	test
chrX:6226648-6226847	chrX	6226648-6226847	163	NLGN4X	minus	test
chrX:6226698-6226897	chrX	6226698-6226897	140	NLGN4X	minus	test
chrX:6226748-6226947	chrX	6226748-6226947	117	NLGN4X	minus	test
chrX:6226798-6226997	chrX	6226798-6226997	97	NLGN4X	minus	test
chrX:6226848-6227047	chrX	6226848-6227047	84	NLGN4X	minus	test
chrX:6226898-6227097	chrX	6226898-6227097	118	NLGN4X	minus	test
chrX:6226948-6227147	chrX	6226948-6227147	73	NLGN4X	minus	test
chrX:6226998-6227197	chrX	6226998-6227197	81	NLGN4X	minus	test
chrX:6227048-6227247	chrX	6227048-6227247	125	NLGN4X	minus	test
chrX:6227098-6227297	chrX	6227098-6227297	89	NLGN4X	minus	test
chrX:6227148-6227347	chrX	6227148-6227347	122	NLGN4X	minus	test
chrX:6227198-6227397	chrX	6227198-6227397	107	NLGN4X	minus	test
chrX:6227248-6227447	chrX	6227248-6227447	59	NLGN4X	minus	test
chrX:6227298-6227497	chrX	6227298-6227497	112	NLGN4X	minus	test
chrX:6227348-6227547	chrX	6227348-6227547	70	NLGN4X	minus	test
chrX:6227398-6227597	chrX	6227398-6227597	104	NLGN4X	minus	test
chrX:6227448-6227647	chrX	6227448-6227647	119	NLGN4X	minus	test
chrX:6227498-6227697	chrX	6227498-6227697	98	NLGN4X	minus	test
chrX:6227548-6227747	chrX	6227548-6227747	143	NLGN4X	minus	test
chrX:6227598-6227797	chrX	6227598-6227797	71	NLGN4X	minus	test
chrX:6227648-6227847	chrX	6227648-6227847	82	NLGN4X	minus	test
chrX:6227698-6227897	chrX	6227698-6227897	98	NLGN4X	minus	test
chrX:6227748-6227947	chrX	6227748-6227947	75	NLGN4X	minus	test
chrX:6227798-6227997	chrX	6227798-6227997	12	NLGN4X	minus	test
chrX:6227848-6228047	chrX	6227848-6228047	18	NLGN4X	minus	test
chrX:6227898-6228097	chrX	6227898-6228097	24	NLGN4X	minus	test
chrX:6227948-6228147	chrX	6227948-6228147	32	NLGN4X	minus	test
chrX:6227998-6228197	chrX	6227998-6228197	49	NLGN4X	minus	test
chrX:6228048-6228247	chrX	6228048-6228247	63	NLGN4X	minus	test
chrX:6228098-6228297	chrX	6228098-6228297	52	NLGN4X	minus	test
chrX:6228148-6228347	chrX	6228148-6228347	80	NLGN4X	minus	test
chrX:6228198-6228397	chrX	6228198-6228397	59	NLGN4X	minus	test
chrX:6228248-6228447	chrX	6228248-6228447	73	NLGN4X	minus	test
chrX:6228298-6228497	chrX	6228298-6228497	56	NLGN4X	minus	test
chrX:6228348-6228547	chrX	6228348-6228547	77	NLGN4X	minus	test
chrX:6228398-6228597	chrX	6228398-6228597	73	NLGN4X	minus	test
chrX:6228448-6228647	chrX	6228448-6228647	47	NLGN4X	minus	test
chrX:6228498-6228697	chrX	6228498-6228697	92	NLGN4X	minus	test
chrX:6228548-6228747	chrX	6228548-6228747	53	NLGN4X	minus	test
chrX:6228598-6228797	chrX	6228598-6228797	93	NLGN4X	minus	test
chrX:6228648-6228847	chrX	6228648-6228847	89	NLGN4X	minus	test
chrX:6228698-6228897	chrX	6228698-6228897	116	NLGN4X	minus	test
chrX:6228748-6228947	chrX	6228748-6228947	133	NLGN4X	minus	test
chrX:6228798-6228997	chrX	6228798-6228997	103	NLGN4X	minus	test
chrX:6228848-6229047	chrX	6228848-6229047	92	NLGN4X	minus	test
chrX:6228898-6229097	chrX	6228898-6229097	73	NLGN4X	minus	test
chrX:6228948-6229147	chrX	6228948-6229147	142	NLGN4X	minus	test
chrX:6228998-6229197	chrX	6228998-6229197	72	NLGN4X	minus	test
chrX:6229048-6229247	chrX	6229048-6229247	123	NLGN4X	minus	test
chrX:6229098-6229297	chrX	6229098-6229297	74	NLGN4X	minus	test
chrX:6229148-6229347	chrX	6229148-6229347	65	NLGN4X	minus	test
chrX:6229198-6229397	chrX	6229198-6229397	54	NLGN4X	minus	test
chrX:6229248-6229447	chrX	6229248-6229447	51	NLGN4X	minus	test
chrX:6229298-6229497	chrX	6229298-6229497	43	NLGN4X	minus	test
chrX:72274227-72274426	chrX	72274227-72274426	66	RPS4X	minus	test
chrX:72274277-72274476	chrX	72274277-72274476	60	RPS4X	minus	test
chrX:72274327-72274526	chrX	72274327-72274526	57	RPS4X	minus	test
chrX:72274377-72274576	chrX	72274377-72274576	97	RPS4X	minus	test
chrX:72274427-72274626	chrX	72274427-72274626	86	RPS4X	minus	test
chrX:72274477-72274676	chrX	72274477-72274676	75	RPS4X	minus	test
chrX:72274527-72274726	chrX	72274527-72274726	61	RPS4X	minus	test
chrX:72274577-72274776	chrX	72274577-72274776	60	RPS4X	minus	test
chrX:72274627-72274826	chrX	72274627-72274826	90	RPS4X	minus	test
chrX:72274677-72274876	chrX	72274677-72274876	115	RPS4X	minus	test
chrX:72274727-72274926	chrX	72274727-72274926	79	RPS4X	minus	test
chrX:72274777-72274976	chrX	72274777-72274976	78	RPS4X	minus	test
chrX:72274827-72275026	chrX	72274827-72275026	64	RPS4X	minus	test
chrX:72274877-72275076	chrX	72274877-72275076	79	RPS4X	minus	test
chrX:72274927-72275126	chrX	72274927-72275126	76	RPS4X	minus	test
chrX:72274977-72275176	chrX	72274977-72275176	102	RPS4X	minus	test
chrX:72275027-72275226	chrX	72275027-72275226	60	RPS4X	minus	test
chrX:72275077-72275276	chrX	72275077-72275276	76	RPS4X	minus	test
chrX:72275127-72275326	chrX	72275127-72275326	86	RPS4X	minus	test
chrX:72275177-72275376	chrX	72275177-72275376	76	RPS4X	minus	test
chrX:72275227-72275426	chrX	72275227-72275426	65	RPS4X	minus	test
chrX:72275277-72275476	chrX	72275277-72275476	61	RPS4X	minus	test
chrX:72275327-72275526	chrX	72275327-72275526	71	RPS4X	minus	test
chrX:72275377-72275576	chrX	72275377-72275576	42	RPS4X	minus	test
chrX:72275427-72275626	chrX	72275427-72275626	67	RPS4X	minus	test
chrX:72275477-72275676	chrX	72275477-72275676	88	RPS4X	minus	test
chrX:72275527-72275726	chrX	72275527-72275726	74	RPS4X	minus	test
chrX:72275577-72275776	chrX	72275577-72275776	61	RPS4X	minus	test
chrX:72275627-72275826	chrX	72275627-72275826	60	RPS4X	minus	test
chrX:72275677-72275876	chrX	72275677-72275876	94	RPS4X	minus	test
chrX:72275727-72275926	chrX	72275727-72275926	92	RPS4X	minus	test
chrX:72275777-72275976	chrX	72275777-72275976	94	RPS4X	minus	test
chrX:72275827-72276026	chrX	72275827-72276026	63	RPS4X	minus	test
chrX:72275877-72276076	chrX	72275877-72276076	75	RPS4X	minus	test
chrX:72275927-72276126	chrX	72275927-72276126	66	RPS4X	minus	test
chrX:72275977-72276176	chrX	72275977-72276176	108	RPS4X	minus	test
chrX:72276027-72276226	chrX	72276027-72276226	77	RPS4X	minus	test
chrX:72276077-72276276	chrX	72276077-72276276	86	RPS4X	minus	test
chrX:72276127-72276326	chrX	72276127-72276326	64	RPS4X	minus	test
chrX:72276177-72276376	chrX	72276177-72276376	61	RPS4X	minus	test
chrX:72276227-72276426	chrX	72276227-72276426	59	RPS4X	minus	test
chrX:72276277-72276476	chrX	72276277-72276476	70	RPS4X	minus	test
chrX:72276327-72276526	chrX	72276327-72276526	142	RPS4X	minus	test
chrX:72276377-72276576	chrX	72276377-72276576	92	RPS4X	minus	test
chrX:72276427-72276626	chrX	72276427-72276626	31	RPS4X	minus	test
chrX:72276477-72276676	chrX	72276477-72276676	45	RPS4X	minus	test
chrX:72276527-72276726	chrX	72276527-72276726	86	RPS4X	minus	test
chrX:72276577-72276776	chrX	72276577-72276776	118	RPS4X	minus	test
chrX:72276627-72276826	chrX	72276627-72276826	51	RPS4X	minus	test
chrX:72276677-72276876	chrX	72276677-72276876	79	RPS4X	minus	test
chrX:72276727-72276926	chrX	72276727-72276926	90	RPS4X	minus	test
chrX:72276777-72276976	chrX	72276777-72276976	94	RPS4X	minus	test
chrX:72276827-72277026	chrX	72276827-72277026	113	RPS4X	minus	test
chrX:72276877-72277076	chrX	72276877-72277076	92	RPS4X	minus	test
chrX:72276927-72277126	chrX	72276927-72277126	93	RPS4X	minus	test
chrX:72276977-72277176	chrX	72276977-72277176	88	RPS4X	minus	test
chrX:72277027-72277226	chrX	72277027-72277226	77	RPS4X	minus	test
chrX:72277077-72277276	chrX	72277077-72277276	93	RPS4X	minus	test
chrX:72277127-72277326	chrX	72277127-72277326	134	RPS4X	minus	test
chrX:72277177-72277376	chrX	72277177-72277376	156	RPS4X	minus	test
chrX:72277227-72277426	chrX	72277227-72277426	102	RPS4X	minus	test
chrX:72277277-72277476	chrX	72277277-72277476	115	RPS4X	minus	test
chrX:72277327-72277526	chrX	72277327-72277526	78	RPS4X	minus	test
chrX:72277377-72277576	chrX	72277377-72277576	70	RPS4X	minus	test
chrX:72277427-72277626	chrX	72277427-72277626	42	RPS4X	minus	test
